timestamp,signal,strength,zscore,spread,estimate,volatility,factor_q,status
2023-12-31 23:16:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:17:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:18:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:19:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:20:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:21:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:22:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:23:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:24:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:25:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:26:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:27:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:28:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:29:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:30:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:31:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:32:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:33:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:34:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:35:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:36:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:37:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:38:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:39:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:40:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:41:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:42:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:43:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:44:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:45:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:46:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:47:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:48:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:49:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:50:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:51:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:52:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:53:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:54:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:55:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:56:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:57:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:58:00,NEUTRAL,0.0,,,,,1.0,warmup
2023-12-31 23:59:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:00:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:01:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:02:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:03:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:04:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:05:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:06:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:07:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:08:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:09:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:10:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:11:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:12:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:13:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:14:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:15:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:16:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:17:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:18:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:19:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:20:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:21:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:22:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:23:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:24:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:25:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:26:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:27:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:28:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:29:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:30:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:31:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:32:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:33:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:34:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:35:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:36:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:37:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:38:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:39:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:40:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:41:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:42:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:43:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:44:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:45:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:46:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:47:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:48:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:49:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:50:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:51:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:52:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:53:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:54:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:55:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:56:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:57:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:58:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 00:59:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:00:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:01:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:02:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:03:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:04:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:05:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:06:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:07:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:08:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:09:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:10:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:11:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:12:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:13:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:14:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:15:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:16:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:17:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:18:00,NEUTRAL,0.0,,,,,1.0,warmup
2024-01-01 01:19:00,NEUTRAL,0.0,,,,,1.0,warmup
